Timestamp,Supplier,Model,Price_KD,Source_Chat,Raw_Snippet,Notes
Today 1:36 AM,Teleflex Dubai,ZTE Blade A76 4G 4/128GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; ZTE Blade A76 4G 4/128GB,Price not posted
Today 1:36 AM,Teleflex Dubai,ZTE Blade A76 5G 4/128GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; ZTE Blade A76 5G 4/128GB,Price not posted
Today 1:36 AM,Teleflex Dubai,ZTE Nubia V80 Max 4/256GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; ZTE Nubia V80 Max 4/256GB,Price not posted
Today 1:36 AM,Teleflex Dubai,ZTE Nubia V80 Design 4/256GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; ZTE Nubia V80 Design 4/256GB,Price not posted
Today 1:36 AM,Teleflex Dubai,ZTE Nubia V80 Pro 8/256GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; ZTE Nubia V80 Pro 8/256GB,Price not posted
Today 1:36 AM,Teleflex Dubai,Nubia Neo 5 5G 8/256GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; Nubia Neo 5 5G 8/256GB,Price not posted
Today 1:36 AM,Teleflex Dubai,Nubia Neo 5 GT 5G 8/256GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; Nubia Neo 5 GT 5G 8/256GB,Price not posted
Today 1:36 AM,Teleflex Dubai,Nubia Neo 5 Max 5G 8/256GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; Nubia Neo 5 Max 5G 8/256GB,Price not posted
Today 1:36 AM,Teleflex Dubai,Nubia Air Pro 5G 8/256GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; Nubia Air Pro 5G 8/256GB,Price not posted
Today 1:36 AM,Teleflex Dubai,Samsung A175 4/128GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; Samsung A175 4/128GB,Price not posted
Today 1:36 AM,Teleflex Dubai,Samsung A175 6/128GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; Samsung A175 6/128GB,Price not posted
Today 1:36 AM,Teleflex Dubai,Samsung A176 5G 8/256GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; Samsung A176 5G 8/256GB,Price not posted
Today 1:36 AM,Teleflex Dubai,Samsung A066 5G 4/64GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; Samsung A066 5G 4/64GB,Price not posted
Today 1:36 AM,Teleflex Dubai,Samsung A066 5G 4/128GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; Samsung A066 5G 4/128GB,Price not posted
Today 1:36 AM,Teleflex Dubai,Samsung A066 5G 6/128GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; Samsung A066 5G 6/128GB,Price not posted
Today 1:36 AM,Teleflex Dubai,Samsung A075 4/64GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; Samsung A075 4/64GB,Price not posted
Today 1:36 AM,Teleflex Dubai,Samsung A075 4/128GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; Samsung A075 4/128GB,Price not posted
Today 1:36 AM,Teleflex Dubai,Samsung A076 5G 4/64GB,,Teleflex Dubai,TELEFLEX OFFERS; current Today message at 1:36 AM; Ready stock; Call For Best Price; Samsung A076 5G 4/64GB,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A06 4/64GB AFR,,Shabbir Simtronics DXB,WTS: 14TH SEP 2026 SIMTRONICS FZCO - DUBAI; Samsung mobile phones; CALL; Samsung A06 4/64GB AFR,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A06 4/128GB AFR,,Shabbir Simtronics DXB,WTS: 14TH SEP 2026 SIMTRONICS FZCO - DUBAI; Samsung mobile phones; CALL; Samsung A06 4/128GB AFR,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A07 4/64GB INDO/AFB/ARB,,Shabbir Simtronics DXB,WTS: 14TH SEP 2026 SIMTRONICS FZCO - DUBAI; Samsung mobile phones; CALL; Samsung A07 4/64GB INDO/AFB/ARB,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A07 4/128GB AFR,,Shabbir Simtronics DXB,WTS: 14TH SEP 2026 SIMTRONICS FZCO - DUBAI; Samsung mobile phones; CALL; Samsung A07 4/128GB AFR,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A16 4/128GB AFB,,Shabbir Simtronics DXB,WTS: 14TH SEP 2026 SIMTRONICS FZCO - DUBAI; Samsung mobile phones; CALL; Samsung A16 4/128GB AFB,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A17 4/128GB ARB/AFB,,Shabbir Simtronics DXB,WTS: 14TH SEP 2026 SIMTRONICS FZCO - DUBAI; Samsung mobile phones; CALL; Samsung A17 4/128GB ARB/AFB,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A17 6/128GB ARB,,Shabbir Simtronics DXB,WTS: 14TH SEP 2026 SIMTRONICS FZCO - DUBAI; Samsung mobile phones; CALL; Samsung A17 6/128GB ARB,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A17 8/128GB,,Shabbir Simtronics DXB,WTS: 14TH SEP 2026 SIMTRONICS FZCO - DUBAI; Samsung mobile phones; CALL; Samsung A17 8/128GB,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A17 8/256GB MLY,,Shabbir Simtronics DXB,WTS: 14TH SEP 2026 SIMTRONICS FZCO - DUBAI; Samsung mobile phones; CALL; Samsung A17 8/256GB MLY,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A27 6/128GB AFR/EU,,Shabbir Simtronics DXB,WTS: 14TH SEP 2026 SIMTRONICS FZCO - DUBAI; Samsung mobile phones; CALL; Samsung A27 6/128GB AFR/EU,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A27 8/256GB MLY/PCT/AFR,,Shabbir Simtronics DXB,WTS: 14TH SEP 2026 SIMTRONICS FZCO - DUBAI; Samsung mobile phones; CALL; Samsung A27 8/256GB MLY/PCT/AFR,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A37 8/256GB PCT,,Shabbir Simtronics DXB,WTS: 14TH SEP 2026 SIMTRONICS FZCO - DUBAI; Samsung mobile phones; CALL; Samsung A37 8/256GB PCT,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A37 12/256GB MLY,,Shabbir Simtronics DXB,WTS: 14TH SEP 2026 SIMTRONICS FZCO - DUBAI; Samsung mobile phones; CALL; Samsung A37 12/256GB MLY,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A57 8/256GB INDO,,Shabbir Simtronics DXB,WTS: 14TH SEP 2026 SIMTRONICS FZCO - DUBAI; Samsung mobile phones; CALL; Samsung A57 8/256GB INDO,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A57 12/256GB INDO,,Shabbir Simtronics DXB,WTS: 14TH SEP 2026 SIMTRONICS FZCO - DUBAI; Samsung mobile phones; CALL; Samsung A57 12/256GB INDO,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A57 12/512GB SG,,Shabbir Simtronics DXB,WTS: 14TH SEP 2026 SIMTRONICS FZCO - DUBAI; Samsung mobile phones; CALL; Samsung A57 12/512GB SG,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung S25 12/256GB INDIA,,Shabbir Simtronics DXB,WTS: 14TH SEP 2026 SIMTRONICS FZCO - DUBAI; Samsung mobile phones; CALL; Samsung S25 12/256GB INDIA,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung S26 FE 8/256GB AFR,,Shabbir Simtronics DXB,WTS: 14TH SEP 2026 SIMTRONICS FZCO - DUBAI; Samsung mobile phones; CALL; Samsung S26 FE 8/256GB AFR,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung S26 Ultra 12/512GB AFR,,Shabbir Simtronics DXB,WTS: 14TH SEP 2026 SIMTRONICS FZCO - DUBAI; Samsung mobile phones; CALL; Samsung S26 Ultra 12/512GB AFR,Price not posted
Today 3:45 AM,Real Tech Fzco DXB,Samsung A075 4/128gb,,Real Tech Fzco DXB,A075 4/128gb,Price not posted
Today 3:26 AM,KHALID ZAID SWIFT TELECOM,Galaxy S26 Ultra 12/256GB,,KHALID ZAID SWIFT TELECOM,📱 Galaxy S26 Ultra | 12/256GB AED 3070,AED 3070; HOT
Today 2:59 AM,Onkar Singh Rajput HK,Samsung A17 8/128gb 5G,,Onkar Singh Rajput HK,Samsung A17 8/128gb 5G,Price not posted
Today 2:49 AM,Lancy Tang HK,Redmi 15C 5G 4+128GB EU Spec,,Lancy Tang HK,Redmi 15C 5G 4+128GB EU Spec,Price not posted
Today 2:42 AM,WTS KANABAR 🇮🇳 SPEC,Samsung S26 12/256 50/100,,WTS KANABAR 🇮🇳 SPEC,S26 12/256 50/100,Price not posted
Today 2:34 AM,WTS MGT,Samsung A07 4/64,,WTS MGT,A07 4/64 AED 376,AED 376
Today 1:53 AM,Sahil Bora DXB,Samsung A175 4/128GB,,Sahil Bora DXB,* ⁠Samsung A175 4/128GB,Price not posted
Today 1:53 AM,Sahil Bora DXB,Samsung A07 4G (4/64),,Sahil Bora DXB,* Samsung A07 4G (4/64),Price not posted
Today 1:53 AM,Sahil Bora DXB,Samsung A36 5G (A366E/DS) (8/128),,Sahil Bora DXB,* ⁠Samsung A36 5G (A366E/DS) (8/128),Price not posted
Today 1:53 AM,Sahil Bora DXB,Samsung A36 5G (A366E/DS) (8/256),,Sahil Bora DXB,* Samsung A36 5G (A366E/DS) (8/256),Price not posted
Today 1:53 AM,Sahil Bora DXB,Samsung M17 5G (4/128),,Sahil Bora DXB,* Samsung M17 5G (4/128),Price not posted
Today 1:53 AM,Sahil Bora DXB,Samsung M17e 5G (4/128),,Sahil Bora DXB,* Samsung M17e 5G (4/128),Price not posted
Today 1:53 AM,Sahil Bora DXB,Samsung S25 FE S731B/DS (8/128),,Sahil Bora DXB,* Samsung S25 FE S731B/DS (8/128),Price not posted
Today 1:53 AM,Sahil Bora DXB,Samsung Tab A11+ 5G X236B (6/128),,Sahil Bora DXB,* ⁠Samsung Tab A11+ 5G X236B (6/128),Price not posted
Today 1:53 AM,Sahil Bora DXB,Google Pixel 11 512GB 33 pcs,,Sahil Bora DXB,Google Pixel 11 512GB 33 pcs,Price not posted
Today 1:53 AM,Sahil Bora DXB,Motorola Edge 60 Fusion (12/256),,Sahil Bora DXB,Motorola Edge 60 Fusion (12/256),Price not posted
Today 1:40 AM,Roy HK,Poco C71 4+128 EU,,Roy HK,Poco C71 4+128 EU $102 USD 102,USD 102
Today 1:36 AM,Teleflex Dubai,Oneplus Nord Ce5 8/256gb,,Teleflex Dubai,Oneplus Nord Ce5 8/256gb 🌎,Price not posted
Today 1:36 AM,Teleflex Dubai,XIAOMI GLOBAL 3/64gb,,Teleflex Dubai,XIAOMI GLOBAL,Price not posted
Today 1:36 AM,Teleflex Dubai,Redmi A5 3/64gb,,Teleflex Dubai,Redmi A5 3/64gb,Price not posted
Today 1:36 AM,Teleflex Dubai,Redmi A7 pro 4/64gb,,Teleflex Dubai,Redmi A7 pro 4/64gb,Price not posted
Today 1:36 AM,Teleflex Dubai,Redmi A7 pro 4/128gb,,Teleflex Dubai,Redmi A7 pro 4/128gb,Price not posted
Today 1:36 AM,Teleflex Dubai,Zte Blade A57 4/64gb - Black/Silver/Orange,,Teleflex Dubai,Zte Blade A57 4/64gb 🌎- Black/Silver/Orange,Price not posted
Today 1:36 AM,Teleflex Dubai,Zte Blade A57 4/128gb - Black/Silver/Orange,,Teleflex Dubai,Zte Blade A57 4/128gb 🌎- Black/Silver/Orange,Price not posted
Today 1:36 AM,Teleflex Dubai,Zte Blade A77 4/128gb - Black/Silver/Blue,,Teleflex Dubai,Zte Blade A77 4/128gb 🌎- Black/Silver/Blue,Price not posted
Today 1:36 AM,Teleflex Dubai,Zte Blade A35E 2/64gb - Grey/Green/Pink,,Teleflex Dubai,Zte Blade A35E 2/64gb 🌎- Grey/Green/Pink,Price not posted
Today 1:36 AM,Teleflex Dubai,Zte Blade A36 2/64gb - Black/Green/Gold,,Teleflex Dubai,Zte Blade A36 2/64gb 🌎- Black/Green/Gold,Price not posted
Today 1:36 AM,Teleflex Dubai,Zte Blade A36 4/64gb - Black/Green/Gold,,Teleflex Dubai,Zte Blade A36 4/64gb 🌎- Black/Green/Gold,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,SAMSUNG MOBILE PHONES,,Shabbir Simtronics DXB,📱 SAMSUNG MOBILE PHONES,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Galaxy A06 / A06 5G 4GB,,Shabbir Simtronics DXB,Galaxy A06 / A06 5G,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A06 (A065) 4GB + 64GB,,Shabbir Simtronics DXB,- A06 (A065) 4GB + 64GB | AFR,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A06 (A065) 4GB + 128GB,,Shabbir Simtronics DXB,- A06 (A065) 4GB + 128GB | AFR,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Galaxy A07 4GB,,Shabbir Simtronics DXB,Galaxy A07,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A07 (A075) 4GB + 64GB,,Shabbir Simtronics DXB,- A07 (A075) 4GB + 64GB | INDO/AFB/ARB,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A07 (A075) 4GB + 128GB,,Shabbir Simtronics DXB,- A07 (A075) 4GB + 128GB | AFR,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,A07s (A077) 4GB + 64GB,,Shabbir Simtronics DXB,- A07s (A077) 4GB + 64GB | AFR,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Galaxy A16 / A17 Series 4GB,,Shabbir Simtronics DXB,Galaxy A16 / A17 Series,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A16 (A165) 4GB + 128GB,,Shabbir Simtronics DXB,- A16 (A165) 4GB + 128GB | AFB,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A17 (A175) 4GB + 128GB,,Shabbir Simtronics DXB,- A17 (A175) 4GB + 128GB | ARB/AFB,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A17 (A175) 6GB + 128GB,,Shabbir Simtronics DXB,- A17 (A175) 6GB + 128GB | ARB,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A17 (A175) 8GB + 128GB,,Shabbir Simtronics DXB,- ⁠A17 (A175) 8GB + 128GB,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A17 (A175) 8GB + 256GB,,Shabbir Simtronics DXB,- A17 (A175) 8GB + 256GB | MLY,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Galaxy A27 Series 6GB,,Shabbir Simtronics DXB,Galaxy A27 Series,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A27 (A276) 6GB + 128GB,,Shabbir Simtronics DXB,- A27 (A276) 6GB + 128GB | AFR/EU,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A27 (A276) 8GB + 256GB,,Shabbir Simtronics DXB,- A27 (A276) 8GB + 256GB | MLY/PCT/AFR,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Galaxy A37 Series 8GB,,Shabbir Simtronics DXB,Galaxy A37 Series,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A37 (A376) 8GB + 256GB PCT,,Shabbir Simtronics DXB,- A37 (A376) 8GB + 256GB PCT,Price not posted
Today 1:30 AM,Shabbir Simtronics DXB,Samsung A37 (A376),,Shabbir Simtronics DXB,- A37 (A376),Price not posted
Today 1:25 AM,CHIRAG DXB,Samsung A075 4/64 THAI …,,CHIRAG DXB,A075 4/64 THAI …,Price not posted
Today 1:25 AM,CHIRAG DXB,Samsung A075 4/64 ARABIC …,,CHIRAG DXB,A075 4/64 ARABIC …,Price not posted
Today 1:25 AM,CHIRAG DXB,TAB X135 4/64,,CHIRAG DXB,TAB X135 4/64 -,Price not posted
Today 1:25 AM,CHIRAG DXB,TAB X135 8/128,,CHIRAG DXB,TAB X135 8/128 -,Price not posted
Today 1:25 AM,CHIRAG DXB,TAB X236 8/128,,CHIRAG DXB,TAB X236 8/128 🇮🇳-,Price not posted
Today 1:06 AM,Joy Xie HK,Poco C71 4+64 EU,,Joy Xie HK,Poco C71 4+64 EU $92 USD 92,USD 92
Today 1:06 AM,Joy Xie HK,Poco C71 4+128 EU,,Joy Xie HK,Poco C71 4+128 EU $105 USD 105,USD 105
Today 12:28 AM,Teleflex Telecom Fzco,SAMSUNG MIX SPEC 4/64gb,,Teleflex Telecom Fzco,SAMSUNG MIX SPEC,Price not posted; HOT
Today 12:28 AM,Teleflex Telecom Fzco,Samsung A066 5g 4/64gb,,Teleflex Telecom Fzco,A066 5g 4/64gb,Price not posted; HOT
Today 12:28 AM,Teleflex Telecom Fzco,Samsung A066 5g 4/128gb,,Teleflex Telecom Fzco,A066 5g 4/128gb,Price not posted; HOT
Today 12:28 AM,Teleflex Telecom Fzco,Samsung A066 5g 6/128gb,,Teleflex Telecom Fzco,A066 5g 6/128gb,Price not posted; HOT
Today 12:28 AM,Teleflex Telecom Fzco,Samsung A075 4/64gb,,Teleflex Telecom Fzco,A075 4/64gb,Price not posted; HOT
Today 12:28 AM,Teleflex Telecom Fzco,Samsung A076 5g 4/64gb,,Teleflex Telecom Fzco,A076 5g 4/64gb,Price not posted; HOT
Today 12:28 AM,Teleflex Telecom Fzco,Samsung A075 4/128gb,,Teleflex Telecom Fzco,A075 4/128gb,Price not posted; HOT
Today 12:28 AM,Teleflex Telecom Fzco,Samsung A175 4/128gb,,Teleflex Telecom Fzco,A175 4/128gb,Price not posted; HOT
Today 12:28 AM,Teleflex Telecom Fzco,Samsung A176 5g 4/128gb,,Teleflex Telecom Fzco,A176 5g 4/128gb,Price not posted; HOT
Today 12:28 AM,Teleflex Telecom Fzco,ONEPLUS GLOBAL SPEC 8/256gb,,Teleflex Telecom Fzco,ONEPLUS GLOBAL SPEC,Price not posted; HOT
Today 12:28 AM,Teleflex Telecom Fzco,Nord CE5 5G 8/256gb,,Teleflex Telecom Fzco,Nord CE5 5G 8/256gb,Price not posted; HOT
Today 12:28 AM,Teleflex Telecom Fzco,REDMI GLOBAL SPEC 3/64gb,,Teleflex Telecom Fzco,REDMI GLOBAL SPEC,Price not posted; HOT
Today 12:28 AM,Teleflex Telecom Fzco,ZTE MODELS 2/64gb,,Teleflex Telecom Fzco,ZTE MODELS,Price not posted; HOT
Today 12:28 AM,Teleflex Telecom Fzco,Blade A35E 2/64gb,,Teleflex Telecom Fzco,Blade A35E 2/64gb,Price not posted; HOT
Today 12:28 AM,Teleflex Telecom Fzco,Blade A36 2/64gb,,Teleflex Telecom Fzco,Blade A36 2/64gb,Price not posted; HOT
Today 12:28 AM,Teleflex Telecom Fzco,Blade A36 4/64gb,,Teleflex Telecom Fzco,Blade A36 4/64gb,Price not posted; HOT
Today 12:28 AM,Teleflex Telecom Fzco,Blade A56 4/128gb,,Teleflex Telecom Fzco,Blade A56 4/128gb,Price not posted; HOT
Today 12:28 AM,Teleflex Telecom Fzco,Blade A75 5g 4/128gb,,Teleflex Telecom Fzco,Blade A75 5g 4/128gb,Price not posted; HOT
Today 12:28 AM,Teleflex Telecom Fzco,Blade A76 4g 4/128gb,,Teleflex Telecom Fzco,Blade A76 4g 4/128gb,Price not posted; HOT
Today 12:28 AM,Teleflex Telecom Fzco,Blade A76 5g 4/128gb,,Teleflex Telecom Fzco,Blade A76 5g 4/128gb,Price not posted; HOT
Today 12:28 AM,Teleflex Telecom Fzco,Zte A57 4/64gb,,Teleflex Telecom Fzco,Zte A57 4/64gb 🔥,Price not posted; HOT
Today 12:28 AM,Teleflex Telecom Fzco,Zte A57 4/128gb,,Teleflex Telecom Fzco,Zte A57 4/128gb 🔥,Price not posted; HOT
Today 12:28 AM,Teleflex Telecom Fzco,Zte A77 4/128gb,,Teleflex Telecom Fzco,Zte A77 4/128gb 🔥,Price not posted; HOT
Today 12:28 AM,Teleflex Telecom Fzco,HONOR GLOBAL 4/128GB,,Teleflex Telecom Fzco,HONOR GLOBAL,Price not posted; HOT
Today 12:28 AM,Teleflex Telecom Fzco,NUBIA SERIES 8/256gb,,Teleflex Telecom Fzco,NUBIA SERIES 🎮,Price not posted; HOT
Today 12:28 AM,Mohit- Teleflex DXB,SAMSUNG MIX SPEC 4/64gb,,Mohit- Teleflex DXB,SAMSUNG MIX SPEC,Price not posted; HOT
Today 12:28 AM,Mohit- Teleflex DXB,Samsung A066 5g 4/64gb,,Mohit- Teleflex DXB,A066 5g 4/64gb,Price not posted; HOT
Today 12:28 AM,Mohit- Teleflex DXB,Samsung A066 5g 4/128gb,,Mohit- Teleflex DXB,A066 5g 4/128gb,Price not posted; HOT
Today 12:28 AM,Mohit- Teleflex DXB,Samsung A066 5g 6/128gb,,Mohit- Teleflex DXB,A066 5g 6/128gb,Price not posted; HOT
Today 12:28 AM,Mohit- Teleflex DXB,Samsung A075 4/64gb,,Mohit- Teleflex DXB,A075 4/64gb,Price not posted; HOT
Today 12:28 AM,Mohit- Teleflex DXB,Samsung A076 5g 4/64gb,,Mohit- Teleflex DXB,A076 5g 4/64gb,Price not posted; HOT
Today 12:28 AM,Mohit- Teleflex DXB,Samsung A075 4/128gb,,Mohit- Teleflex DXB,A075 4/128gb,Price not posted; HOT
Today 12:28 AM,Mohit- Teleflex DXB,Samsung A175 4/128gb,,Mohit- Teleflex DXB,A175 4/128gb,Price not posted; HOT
Today 12:28 AM,Mohit- Teleflex DXB,Samsung A176 5g 4/128gb,,Mohit- Teleflex DXB,A176 5g 4/128gb,Price not posted; HOT
Today 12:28 AM,Mohit- Teleflex DXB,ONEPLUS GLOBAL SPEC 8/256gb,,Mohit- Teleflex DXB,ONEPLUS GLOBAL SPEC,Price not posted; HOT
Today 12:28 AM,Mohit- Teleflex DXB,Nord CE5 5G 8/256gb,,Mohit- Teleflex DXB,Nord CE5 5G 8/256gb,Price not posted; HOT
Today 12:28 AM,Mohit- Teleflex DXB,REDMI GLOBAL SPEC 3/64gb,,Mohit- Teleflex DXB,REDMI GLOBAL SPEC,Price not posted; HOT
Today 12:28 AM,Mohit- Teleflex DXB,ZTE MODELS 2/64gb,,Mohit- Teleflex DXB,ZTE MODELS,Price not posted; HOT
Today 12:28 AM,Mohit- Teleflex DXB,Blade A35E 2/64gb,,Mohit- Teleflex DXB,Blade A35E 2/64gb,Price not posted; HOT
Today 12:28 AM,Mohit- Teleflex DXB,Blade A36 2/64gb,,Mohit- Teleflex DXB,Blade A36 2/64gb,Price not posted; HOT
Today 12:28 AM,Mohit- Teleflex DXB,Blade A36 4/64gb,,Mohit- Teleflex DXB,Blade A36 4/64gb,Price not posted; HOT
Today 12:28 AM,Mohit- Teleflex DXB,Blade A56 4/128gb,,Mohit- Teleflex DXB,Blade A56 4/128gb,Price not posted; HOT
Today 12:28 AM,Mohit- Teleflex DXB,Blade A75 5g 4/128gb,,Mohit- Teleflex DXB,Blade A75 5g 4/128gb,Price not posted; HOT
Today 12:28 AM,Mohit- Teleflex DXB,Blade A76 4g 4/128gb,,Mohit- Teleflex DXB,Blade A76 4g 4/128gb,Price not posted; HOT
Today 12:28 AM,Mohit- Teleflex DXB,Blade A76 5g 4/128gb,,Mohit- Teleflex DXB,Blade A76 5g 4/128gb,Price not posted; HOT
Today 12:28 AM,Mohit- Teleflex DXB,HONOR GLOBAL 4/128GB,,Mohit- Teleflex DXB,HONOR GLOBAL,Price not posted; HOT
Today 12:28 AM,Mohit- Teleflex DXB,NUBIA SERIES 8/256gb,,Mohit- Teleflex DXB,NUBIA SERIES 🎮,Price not posted; HOT
,Bristol fones fzco (Xiaomi Supplier Dubai free zone),Xiaomi 14 Ultra 16+512G EN Black 740,,Bristol fones fzco (Xiaomi Supplier Dubai free zone),Xiaomi 14 Ultra 16+512G EN Black 740,Price not posted
,Bristol fones fzco (Xiaomi Supplier Dubai free zone),Xiaomi 14 Ultra 16+512G EN White 740,,Bristol fones fzco (Xiaomi Supplier Dubai free zone),Xiaomi 14 Ultra 16+512G EN White 740,Price not posted
,Bristol fones fzco (Xiaomi Supplier Dubai free zone),Xiaomi MIX Flip 12+512G EU Black 485,,Bristol fones fzco (Xiaomi Supplier Dubai free zone),Xiaomi MIX Flip 12+512G EU Black 485,Price not posted
,Bristol fones fzco (Xiaomi Supplier Dubai free zone),POCO X7pro 12+512G EU Green 318,,Bristol fones fzco (Xiaomi Supplier Dubai free zone),POCO X7pro 12+512G EU Green 318,Price not posted
,Bristol fones fzco (Xiaomi Supplier Dubai free zone),POCO X8pro Max 12+256G EU Orange 448,,Bristol fones fzco (Xiaomi Supplier Dubai free zone),POCO X8pro Max 12+256G EU Orange 448,Price not posted
,IQBAL-Mayco,HONOR 600 Lite 5G 8+256 EU-Thailand spec,,IQBAL-Mayco,HONOR 600 Lite 5G 8+256 EU-Thailand spec,Price not posted
,Iqbal Electronics Co.,Redmi 15,,Iqbal Electronics Co.,Redmi 15,Price not posted
2026-09-14 02:25 Asia/Kuwait,WTS KANABAR SPEC,Samsung M17e 4/128,,WTS KANABAR 🇮🇳 SPEC,Wts Samsung M17e 4/128 500; On booking; Logix one DXB,Price currency not stated; on booking; 500 (currency not stated)
2026-09-14 02:25 Asia/Kuwait,WTS KANABAR SPEC,Samsung M17e 6/128,,WTS KANABAR 🇮🇳 SPEC,Wts Samsung M17e 6/128 500; On booking; Logix one DXB,Price currency not stated; on booking; 500 (currency not stated)
2026-09-14 02:42 Asia/Kuwait,WTS KANABAR SPEC,Samsung S26 12/256,,WTS KANABAR 🇮🇳 SPEC,Samsung S26 12/256 50/100; Mix colour; Ready in 2 days; Logix one DXB,Price currency not stated; ready in 2 days; 50/100 (currency not stated)
2026-09-14 01:53 Asia/Kuwait,Sahil Bora DXB,Samsung A07 4G (4/64),,Sahil Bora DXB,"Samsung, Indian Specs: Samsung A07 4G (4/64); FOB Dubai",No currency/price posted; No price posted
2026-09-14 01:53 Asia/Kuwait,Sahil Bora DXB,Samsung A36 5G A366E/DS (8/128),,Sahil Bora DXB,Samsung A36 5G (A366E/DS) (8/128); FOB Dubai,No currency/price posted; No price posted
2026-09-14 01:53 Asia/Kuwait,Sahil Bora DXB,Samsung A36 5G A366E/DS (8/256),,Sahil Bora DXB,Samsung A36 5G (A366E/DS) (8/256); FOB Dubai,No currency/price posted; No price posted
2026-09-14 01:53 Asia/Kuwait,Sahil Bora DXB,Samsung M17 5G (4/128),,Sahil Bora DXB,Samsung M17 5G (4/128); FOB Dubai,No currency/price posted; No price posted
